,Reconciled_Name,Year,count,mean,std,min,CI4%,CI50%,CI96%,max,PlottingGroup,Dimension
5125,Bulimia,2010,25,1.899204871,0.159599058,1.636938512,1.65582763,1.872670442,2.136979882,2.165985018,eating disorders,stigmaindex
5150,Bulimia,2013,25,1.585408645,0.181368763,1.280070141,1.290666311,1.620996222,1.849336351,1.877098173,eating disorders,stigmaindex
5175,Bulimia,2016,25,1.540987584,0.176125981,1.214366317,1.285604358,1.525981694,1.815329502,1.832591712,eating disorders,stigmaindex
5200,CMT_disease,1980,0,,,,,,,,genetic,stigmaindex
5225,CMT_disease,1983,0,,,,,,,,genetic,stigmaindex
5250,CMT_disease,1986,0,,,,,,,,genetic,stigmaindex
5275,CMT_disease,1989,0,,,,,,,,genetic,stigmaindex
5300,CMT_disease,1992,0,,,,,,,,genetic,stigmaindex
5325,CMT_disease,1995,0,,,,,,,,genetic,stigmaindex
5350,CMT_disease,1998,0,,,,,,,,genetic,stigmaindex
5375,CMT_disease,2001,3,0.402362975,0.413778292,0.148103002,0.15058834,0.179169718,0.823764485,0.879816204,genetic,stigmaindex
5400,CMT_disease,2004,0,,,,,,,,genetic,stigmaindex
5425,CMT_disease,2007,0,,,,,,,,genetic,stigmaindex
5450,CMT_disease,2010,0,,,,,,,,genetic,stigmaindex
5475,CMT_disease,2013,0,,,,,,,,genetic,stigmaindex
5500,CMT_disease,2016,0,,,,,,,,genetic,stigmaindex
5525,Celiac_disease,1980,0,,,,,,,,autoimmune,stigmaindex
5550,Celiac_disease,1983,0,,,,,,,,autoimmune,stigmaindex
5575,Celiac_disease,1986,0,,,,,,,,autoimmune,stigmaindex
5600,Celiac_disease,1989,0,,,,,,,,autoimmune,stigmaindex
5625,Celiac_disease,1992,0,,,,,,,,autoimmune,stigmaindex
5650,Celiac_disease,1995,24,0.771685124,0.38209038,-0.172946423,0.105585838,0.837660357,1.218158187,1.686159402,autoimmune,stigmaindex
5675,Celiac_disease,1998,25,0.175723589,0.273383307,-0.351161867,-0.276084362,0.172488124,0.565422157,0.661173929,autoimmune,stigmaindex
5700,Celiac_disease,2001,25,0.118790441,0.231339011,-0.325308062,-0.252597335,0.153147028,0.424567043,0.634175934,autoimmune,stigmaindex
5725,Celiac_disease,2004,25,0.066029935,0.180730991,-0.234774724,-0.173252898,0.113451133,0.3723286,0.415500086,autoimmune,stigmaindex
5750,Celiac_disease,2007,25,0.283814525,0.225220413,-0.149684511,-0.136032307,0.31233619,0.619470406,0.636412174,autoimmune,stigmaindex
5775,Celiac_disease,2010,25,0.174818301,0.208345133,-0.181793742,-0.16973021,0.18291299,0.51980991,0.601420688,autoimmune,stigmaindex
5800,Celiac_disease,2013,25,0.264517639,0.147355545,-0.073199036,0.002672867,0.301594201,0.462773296,0.485100076,autoimmune,stigmaindex
5825,Celiac_disease,2016,25,1.104652908,0.179036652,0.689550437,0.78987255,1.141364142,1.332499034,1.45394139,autoimmune,stigmaindex
5850,Cerebral_palsy,1980,25,0.237759041,0.280163889,-0.304272837,-0.279887488,0.25197123,0.655775973,0.772795589,neurological,stigmaindex
5875,Cerebral_palsy,1983,25,0.282565161,0.210238055,-0.053054886,-0.004614132,0.261761397,0.706944485,0.741549369,neurological,stigmaindex
5900,Cerebral_palsy,1986,25,0.029375851,0.216023622,-0.424653821,-0.284227487,0.021605526,0.47970885,0.563936502,neurological,stigmaindex
5925,Cerebral_palsy,1989,25,0.096038312,0.189808689,-0.250760315,-0.206117013,0.110750213,0.387774098,0.446548887,neurological,stigmaindex
5950,Cerebral_palsy,1992,25,-0.024736891,0.145233067,-0.325234527,-0.32312983,-0.000784609,0.170626672,0.228776202,neurological,stigmaindex
5975,Cerebral_palsy,1995,25,-0.139645853,0.133000023,-0.396016511,-0.358554471,-0.160727315,0.043134976,0.065333245,neurological,stigmaindex
6000,Cerebral_palsy,1998,25,-0.072120377,0.136746892,-0.296328869,-0.272883081,-0.084157052,0.201753618,0.205315413,neurological,stigmaindex
6025,Cerebral_palsy,2001,25,0.07394314,0.103641184,-0.07128216,-0.063974213,0.043275114,0.231370529,0.340245362,neurological,stigmaindex
6050,Cerebral_palsy,2004,25,-0.146861117,0.150188587,-0.419533639,-0.415976949,-0.151344873,0.05620076,0.105382776,neurological,stigmaindex
6075,Cerebral_palsy,2007,25,-0.207779888,0.100851518,-0.453350663,-0.372511187,-0.216140887,-0.059234813,-0.042131096,neurological,stigmaindex
6100,Cerebral_palsy,2010,25,-0.14492012,0.150483897,-0.449150072,-0.336025899,-0.1165109,0.103595595,0.315323171,neurological,stigmaindex
6125,Cerebral_palsy,2013,25,-0.262058209,0.130878184,-0.548901785,-0.453921982,-0.265135221,-0.051555115,-0.010989263,neurological,stigmaindex
6150,Cerebral_palsy,2016,25,-0.035565391,0.129114125,-0.226641404,-0.225964003,-0.042381905,0.220686478,0.278378773,neurological,stigmaindex
6175,Cervical_cancer,1980,24,1.063693074,0.304385374,0.509182608,0.613277142,1.103759289,1.470541914,1.556612462,cancers,stigmaindex
6200,Cervical_cancer,1983,20,1.480000785,0.290867346,1.061685562,1.070080754,1.543013647,1.93473372,2.021734208,cancers,stigmaindex
6225,Cervical_cancer,1986,25,1.191910328,0.207179818,0.768972397,0.839189281,1.18862804,1.451467252,1.595346808,cancers,stigmaindex
6250,Cervical_cancer,1989,25,1.017518175,0.171540639,0.64443332,0.770551224,1.020491779,1.259347855,1.265608117,cancers,stigmaindex
6275,Cervical_cancer,1992,25,0.864034642,0.222523191,0.358496707,0.594392524,0.846412048,1.215495194,1.411311358,cancers,stigmaindex
6300,Cervical_cancer,1995,25,0.742632656,0.139399244,0.366664223,0.556854973,0.772828311,0.970659184,1.011468515,cancers,stigmaindex
6325,Cervical_cancer,1998,25,0.318814713,0.165694458,-0.025722353,0.045272278,0.327729646,0.565030953,0.603940185,cancers,stigmaindex
6350,Cervical_cancer,2001,25,0.159836502,0.095683374,-0.043315249,0.026750483,0.158837335,0.314593453,0.389243053,cancers,stigmaindex
6375,Cervical_cancer,2004,25,0.455603117,0.155496197,0.143987466,0.183391094,0.420965232,0.701825452,0.752426341,cancers,stigmaindex
6400,Cervical_cancer,2007,25,0.186658741,0.114332596,-0.115123197,-0.005989109,0.196307946,0.380514483,0.389880918,cancers,stigmaindex
6425,Cervical_cancer,2010,25,0.30258228,0.159147094,-0.018958434,0.064783891,0.303122129,0.52596459,0.593480311,cancers,stigmaindex
6450,Cervical_cancer,2013,25,0.588204346,0.149543516,0.185318995,0.328493664,0.621106319,0.831713658,0.877329722,cancers,stigmaindex
6475,Cervical_cancer,2016,25,0.294227707,0.14362131,-0.000774161,0.068709408,0.319142334,0.548402713,0.604328938,cancers,stigmaindex
6500,Chlamydia,1980,0,,,,,,,,stis,stigmaindex
6525,Chlamydia,1983,19,1.463385659,0.253184259,0.940930367,0.985225825,1.457588941,1.818591225,1.888390243,stis,stigmaindex
6550,Chlamydia,1986,22,1.9389848,0.228835992,1.552010775,1.582739599,1.929405451,2.27269664,2.295997441,stis,stigmaindex
6575,Chlamydia,1989,25,1.742144576,0.229529585,1.21266374,1.270990614,1.733953148,2.019512843,2.060134619,stis,stigmaindex
6600,Chlamydia,1992,25,1.529563399,0.23637851,1.128012471,1.157903788,1.588177264,1.821774724,2.000843346,stis,stigmaindex
6625,Chlamydia,1995,25,1.350064529,0.252378081,0.841393709,0.975669684,1.355238751,1.769408351,1.984132558,stis,stigmaindex
6650,Chlamydia,1998,25,1.435332308,0.175986876,1.095450878,1.195516028,1.392606646,1.717406782,1.764415592,stis,stigmaindex
6675,Chlamydia,2001,25,0.946476931,0.203603438,0.540568795,0.632209579,0.942146383,1.232291418,1.361656934,stis,stigmaindex
6700,Chlamydia,2004,25,1.167957932,0.135699743,0.908051595,0.909668702,1.182544172,1.33065285,1.434488356,stis,stigmaindex
6725,Chlamydia,2007,25,1.080699075,0.1686767,0.644434512,0.799902256,1.106901079,1.343064893,1.354271963,stis,stigmaindex
6750,Chlamydia,2010,25,1.23519344,0.226212332,0.787673652,0.874203875,1.259411514,1.606987524,1.809734344,stis,stigmaindex
6775,Chlamydia,2013,25,1.149907468,0.238884136,0.671917357,0.713698141,1.167721152,1.499049435,1.584125757,stis,stigmaindex
6800,Chlamydia,2016,25,0.821797475,0.145047846,0.54964456,0.655279728,0.799832627,1.056340201,1.135142386,stis,stigmaindex
6825,Chronic_bronchitis,1980,25,1.85444229,0.21615688,1.601485565,1.613096913,1.81239219,2.223956392,2.546442688,behavioral,stigmaindex
6850,Chronic_bronchitis,1983,25,1.83130576,0.157777261,1.393346339,1.586015106,1.847171068,2.071392875,2.180488229,behavioral,stigmaindex
6875,Chronic_bronchitis,1986,25,1.554222166,0.1659138,1.205474846,1.265253567,1.602968618,1.784540961,1.78809315,behavioral,stigmaindex
6900,Chronic_bronchitis,1989,25,1.013202022,0.179420816,0.648806874,0.717600675,1.047948524,1.313506188,1.345492482,behavioral,stigmaindex
6925,Chronic_bronchitis,1992,25,0.78968381,0.138547179,0.387953575,0.492735791,0.835226107,0.950918612,0.968687102,behavioral,stigmaindex
6950,Chronic_bronchitis,1995,25,0.702005746,0.122474245,0.47487253,0.483943161,0.710498944,0.875614972,0.951023698,behavioral,stigmaindex
6975,Chronic_bronchitis,1998,25,0.951689829,0.153553395,0.686974101,0.692895617,0.969632402,1.147004016,1.222652331,behavioral,stigmaindex
7000,Chronic_bronchitis,2001,25,0.609513698,0.135082075,0.168103529,0.413058875,0.619462747,0.792765413,0.849939294,behavioral,stigmaindex
7025,Chronic_bronchitis,2004,25,0.53805328,0.130255025,0.285053387,0.310281281,0.540044494,0.747200848,0.839967415,behavioral,stigmaindex
7050,Chronic_bronchitis,2007,25,0.66954835,0.161135914,0.409135193,0.447334652,0.670284756,0.914742359,1.027150899,behavioral,stigmaindex
7075,Chronic_bronchitis,2010,25,0.149353196,0.190258253,-0.1545466,-0.146724477,0.14364261,0.469543932,0.645737834,behavioral,stigmaindex
7100,Chronic_bronchitis,2013,25,0.16300669,0.184635895,-0.402041875,-0.115514743,0.168536161,0.435659139,0.443567518,behavioral,stigmaindex
7125,Chronic_bronchitis,2016,25,0.514073335,0.166705408,0.257010357,0.30455872,0.4649966,0.81582828,0.844689943,behavioral,stigmaindex
7150,Chronic_fatigue_syndrome,1980,0,,,,,,,,contested,stigmaindex
7175,Chronic_fatigue_syndrome,1983,9,-0.444205147,0.384138952,-1.009572327,-0.967733864,-0.518484421,0.12838827,0.262641452,contested,stigmaindex
7200,Chronic_fatigue_syndrome,1986,24,0.550856499,0.395973876,-0.176410593,-0.175452274,0.543902804,1.073490704,1.370857298,contested,stigmaindex
7225,Chronic_fatigue_syndrome,1989,25,1.274597787,0.205975365,0.79526227,0.872405462,1.255625576,1.595752761,1.652931392,contested,stigmaindex
7250,Chronic_fatigue_syndrome,1992,25,0.888733578,0.27095878,0.459927242,0.526162924,0.798537835,1.346669749,1.602666587,contested,stigmaindex
7275,Chronic_fatigue_syndrome,1995,25,1.313333576,0.165080515,0.812287107,1.008771406,1.369124681,1.496444563,1.500371546,contested,stigmaindex
7300,Chronic_fatigue_syndrome,1998,25,0.618188036,0.234936798,0.230312128,0.29868739,0.621839657,1.009201311,1.013248418,contested,stigmaindex
7325,Chronic_fatigue_syndrome,2001,25,0.879494201,0.196916818,0.384565087,0.511001028,0.888993091,1.170443465,1.382013366,contested,stigmaindex
7350,Chronic_fatigue_syndrome,2004,25,0.620767523,0.341626992,-0.033242512,0.033327381,0.574132375,1.169615841,1.351977229,contested,stigmaindex
7375,Chronic_fatigue_syndrome,2007,25,0.830694945,0.196041636,0.381173629,0.489356987,0.850477055,1.083394203,1.167979367,contested,stigmaindex
7400,Chronic_fatigue_syndrome,2010,25,0.623058429,0.242948026,0.193769976,0.261206827,0.604779772,1.052561662,1.121059358,contested,stigmaindex
7425,Chronic_fatigue_syndrome,2013,25,0.602922608,0.249744447,-0.110345423,0.309548499,0.628195599,0.917785414,1.034692362,contested,stigmaindex
7450,Chronic_fatigue_syndrome,2016,25,1.060023306,0.316328096,0.500639697,0.513502687,1.008669198,1.461388286,1.833599061,contested,stigmaindex
7475,Cirrhosis,1980,25,2.018700795,0.235390455,1.663131982,1.720314504,1.978723615,2.429743438,2.613451838,behavioral,stigmaindex
7500,Cirrhosis,1983,25,1.899536222,0.204855202,1.520636767,1.594668483,1.925401002,2.213652871,2.23703295,behavioral,stigmaindex
7525,Cirrhosis,1986,25,1.840289648,0.152835556,1.515883595,1.661294028,1.836879432,2.034144251,2.241631329,behavioral,stigmaindex
7550,Cirrhosis,1989,25,1.53028213,0.1771668,1.125370607,1.234167942,1.54968074,1.777110001,1.898432881,behavioral,stigmaindex
7575,Cirrhosis,1992,25,1.589333532,0.170110008,1.20435296,1.307805547,1.596551076,1.881985728,1.954548508,behavioral,stigmaindex
7600,Cirrhosis,1995,25,1.436524179,0.129395835,1.194235504,1.203613565,1.482973665,1.612202027,1.612813056,behavioral,stigmaindex
7625,Cirrhosis,1998,25,1.469593722,0.151085958,1.159650922,1.165524445,1.512951449,1.661559423,1.699082941,behavioral,stigmaindex
7650,Cirrhosis,2001,25,1.478405713,0.138872717,1.208424225,1.24093493,1.512444019,1.639085817,1.767197132,behavioral,stigmaindex
7675,Cirrhosis,2004,25,1.668527929,0.166316689,1.38769564,1.411108221,1.653200895,1.950373547,1.992832243,behavioral,stigmaindex
7700,Cirrhosis,2007,25,1.561733875,0.167210258,1.27390185,1.338908297,1.507005528,1.858892719,1.917568237,behavioral,stigmaindex
7725,Cirrhosis,2010,25,1.599672644,0.138650668,1.234253541,1.457556825,1.580617964,1.862736589,1.94395259,behavioral,stigmaindex
7750,Cirrhosis,2013,25,0.928487191,0.160270592,0.654000305,0.683544199,0.948296152,1.172692276,1.264201187,behavioral,stigmaindex
7775,Cirrhosis,2016,25,1.339210511,0.190200415,0.93966002,0.976385205,1.368398577,1.591514318,1.639613807,behavioral,stigmaindex
7800,Cleft_palate,1980,3,1.566541396,0.176240347,1.433203802,1.438553048,1.500069387,1.74504847,1.766350999,other,stigmaindex
7825,Cleft_palate,1983,1,1.600480527,,1.600480527,1.600480527,1.600480527,1.600480527,1.600480527,other,stigmaindex
7850,Cleft_palate,1986,4,1.121143721,0.386074104,0.7765738,0.800276465,1.018059429,1.598699102,1.671882227,other,stigmaindex
7875,Cleft_palate,1989,0,,,,,,,,other,stigmaindex
7900,Cleft_palate,1992,19,-0.015477217,0.248542005,-0.564491242,-0.422916729,-0.016590916,0.311364783,0.360301808,other,stigmaindex
7925,Cleft_palate,1995,25,0.795689562,0.176033035,0.341695869,0.4015301,0.816269144,1.029500292,1.095070317,other,stigmaindex
7950,Cleft_palate,1998,25,0.13854387,0.165567498,-0.082818612,-0.059157981,0.105571834,0.481162437,0.560183721,other,stigmaindex
7975,Cleft_palate,2001,25,0.310374404,0.221644001,-0.035388222,-0.019555053,0.312509153,0.672473049,0.975339726,other,stigmaindex
8000,Cleft_palate,2004,25,0.102565249,0.170704924,-0.252507501,-0.118757363,0.11986083,0.341546933,0.381073186,other,stigmaindex
8025,Cleft_palate,2007,25,-0.245364067,0.215267276,-0.68831265,-0.633978391,-0.216552079,0.025301954,0.232986961,other,stigmaindex
8050,Cleft_palate,2010,25,0.140638533,0.228068193,-0.359786019,-0.23003189,0.204297017,0.478409532,0.51545888,other,stigmaindex
8075,Cleft_palate,2013,25,0.047417105,0.183073504,-0.26711392,-0.232128191,0.039545029,0.401398114,0.512043772,other,stigmaindex
8100,Cleft_palate,2016,25,0.051052156,0.283675931,-0.728159616,-0.426051362,0.101825194,0.421573026,0.45488297,other,stigmaindex
8125,Colon_Cancer,1980,20,0.752697808,0.313996468,0.08149117,0.267188403,0.752857601,1.225032836,1.331310228,cancers,stigmaindex
8150,Colon_Cancer,1983,25,0.792395198,0.211247789,0.351874754,0.500082924,0.806108207,1.101353682,1.115707949,cancers,stigmaindex
8175,Colon_Cancer,1986,25,0.855025008,0.145057466,0.607816157,0.661915591,0.857099354,1.158804505,1.249625161,cancers,stigmaindex
8200,Colon_Cancer,1989,25,0.521677621,0.184335215,0.105406196,0.225558755,0.506406028,0.833942597,0.951315999,cancers,stigmaindex
8225,Colon_Cancer,1992,25,0.431413535,0.144252858,0.17141721,0.194091894,0.424115535,0.627832102,0.754928708,cancers,stigmaindex
8250,Colon_Cancer,1995,25,0.198188468,0.128684235,-0.03712921,0.061756185,0.181277394,0.356121827,0.610301286,cancers,stigmaindex
8275,Colon_Cancer,1998,25,0.286870954,0.087372339,0.138328239,0.157915632,0.288301025,0.425922311,0.45494432,cancers,stigmaindex
8300,Colon_Cancer,2001,25,-0.077572722,0.109933456,-0.306996424,-0.246034929,-0.051948785,0.102649786,0.106700145,cancers,stigmaindex
8325,Colon_Cancer,2004,25,-0.125125323,0.117149523,-0.324003153,-0.312422118,-0.114316434,0.049813377,0.054075092,cancers,stigmaindex
8350,Colon_Cancer,2007,25,-0.086167877,0.125032148,-0.326726079,-0.304849886,-0.077190082,0.095367833,0.10436831,cancers,stigmaindex
8375,Colon_Cancer,2010,25,-0.128209614,0.119558553,-0.314097732,-0.308042856,-0.13951806,0.092106012,0.176538005,cancers,stigmaindex
8400,Colon_Cancer,2013,25,-0.226519692,0.131466185,-0.439256325,-0.410727046,-0.22043586,-0.007189758,0.072123893,cancers,stigmaindex
8425,Colon_Cancer,2016,25,-0.014665518,0.146180536,-0.297324143,-0.24514849,-0.023531906,0.22889615,0.288407121,cancers,stigmaindex
8450,Cystic_fibrosis,1980,25,-0.18322939,0.206483825,-0.528578505,-0.503844611,-0.190251337,0.180182273,0.187874854,genetic,stigmaindex
8475,Cystic_fibrosis,1983,25,0.371596236,0.279552078,-0.147212118,-0.084974612,0.302323907,0.778308552,0.993939839,genetic,stigmaindex
8500,Cystic_fibrosis,1986,25,0.444775961,0.217366666,0.074492602,0.143042023,0.447031125,0.863110844,1.004330233,genetic,stigmaindex
8525,Cystic_fibrosis,1989,25,0.070863518,0.201565071,-0.455300299,-0.17881713,0.106528103,0.333723836,0.336490642,genetic,stigmaindex
8550,Cystic_fibrosis,1992,25,-0.167186856,0.123219791,-0.381382875,-0.365193956,-0.175175808,0.026318714,0.116038885,genetic,stigmaindex
8575,Cystic_fibrosis,1995,25,0.307012863,0.141123334,0.011489272,0.047377937,0.311783746,0.507249136,0.529352767,genetic,stigmaindex
8600,Cystic_fibrosis,1998,25,0.261801202,0.158250213,-0.054957911,0.010386294,0.246212876,0.57553399,0.642530266,genetic,stigmaindex
8625,Cystic_fibrosis,2001,25,0.23460793,0.174775065,-0.031810984,0.003001629,0.205579489,0.552941948,0.679897342,genetic,stigmaindex
8650,Cystic_fibrosis,2004,25,-0.170754582,0.149691432,-0.419050049,-0.393388315,-0.17215611,0.077901662,0.242138159,genetic,stigmaindex
8675,Cystic_fibrosis,2007,25,-0.079135042,0.204981418,-0.593424318,-0.453060145,-0.103012655,0.222475839,0.253711253,genetic,stigmaindex
8700,Cystic_fibrosis,2010,25,-0.072612993,0.162188808,-0.429247171,-0.379725095,-0.03759946,0.145185072,0.161892195,genetic,stigmaindex
8725,Cystic_fibrosis,2013,25,-0.466783995,0.142630162,-0.705081661,-0.67083798,-0.488004148,-0.268709402,-0.231613268,genetic,stigmaindex
8750,Cystic_fibrosis,2016,25,-0.560825914,0.194652968,-1.057608783,-0.931738873,-0.574827,-0.295086566,-0.253167626,genetic,stigmaindex
8775,Diabetes,1980,25,0.375100594,0.155070732,0.046306569,0.157051471,0.378023131,0.659105525,0.758027738,behavioral,stigmaindex
8800,Diabetes,1983,25,0.486556512,0.14191433,0.29936558,0.323159868,0.447944008,0.729196903,0.933117233,behavioral,stigmaindex
8825,Diabetes,1986,25,0.548030001,0.131089574,0.224001128,0.382309943,0.575360633,0.744774506,0.749141451,behavioral,stigmaindex
8850,Diabetes,1989,25,0.442564231,0.141283533,0.20048242,0.22573363,0.43465987,0.637918761,0.665386852,behavioral,stigmaindex
8875,Diabetes,1992,25,-0.106474262,0.112971826,-0.267967626,-0.261462082,-0.117668912,0.092829509,0.1344341,behavioral,stigmaindex
8900,Diabetes,1995,25,-0.104050285,0.089638064,-0.264674816,-0.262931076,-0.074866928,-0.007167853,0.01460732,behavioral,stigmaindex
